resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,milliseconds,fastestLap,rank,statusId
18752,777,578,6,5,16,0,4,-1,-1,-1,3
18753,777,456,66,0,17,0,0,-1,-1,-1,81
18754,777,478,105,0,18,0,0,-1,-1,-1,81
18755,777,609,105,0,19,0,0,-1,-1,-1,81
18756,777,586,105,0,20,0,0,-1,-1,-1,81
18757,777,610,87,0,21,0,0,-1,-1,-1,81
18758,778,611,108,13,1,800,200,13274250,-1,-1,1
18759,778,509,108,32,2,700,200,13295710,-1,-1,1
18760,778,525,114,15,3,400,200,13408220,-1,-1,1
18761,778,555,113,10,4,300,200,13451110,-1,-1,1
18762,778,612,113,12,5,200,200,13468520,-1,-1,1
18763,778,533,113,5,6,0,200,13549520,-1,-1,1
18764,778,613,113,28,7,0,200,13559830,-1,-1,1
18765,778,597,113,1,8,0,200,13607400,-1,-1,1
18766,778,514,109,16,9,0,200,13651360,-1,-1,1
18767,778,520,110,14,10,0,200,13704370,-1,-1,1
18768,778,562,113,19,11,0,200,13750320,-1,-1,1
18769,778,512,114,11,12,0,199,-1,-1,-1,11
18770,778,516,113,33,13,0,197,-1,-1,-1,13
18771,778,563,114,25,14,0,196,-1,-1,-1,14
18772,778,529,113,22,15,0,195,-1,-1,-1,15
18773,778,593,113,17,16,0,195,-1,-1,-1,15
18774,778,528,113,21,17,0,192,-1,-1,-1,18
18775,778,592,113,6,18,0,182,-1,-1,-1,37
18776,778,614,113,27,19,0,170,-1,-1,-1,20
18777,778,594,113,31,20,0,138,-1,-1,-1,8
18778,778,538,120,30,21,0,111,-1,-1,-1,3
18779,778,615,113,4,22,0,107,-1,-1,-1,95
18780,778,527,114,2,23,0,105,-1,-1,-1,95
18781,778,565,113,18,24,0,101,-1,-1,-1,3
18782,778,513,113,20,25,0,93,-1,-1,-1,67
18783,778,560,113,23,26,0,81,-1,-1,-1,95
18784,778,558,113,8,27,0,75,-1,-1,-1,3
18785,778,556,113,29,28,0,53,-1,-1,-1,3
18786,778,596,113,7,29,0,51,-1,-1,-1,31
18787,778,449,110,24,30,0,27,-1,-1,-1,101
18788,778,526,107,3,31,0,13,-1,-1,-1,5
18789,778,532,113,26,32,0,0,-1,-1,-1,3
18790,778,616,113,9,33,0,0,-1,-1,-1,3
18791,779,579,105,1,1,800,77,11266400,-1,-1,1
18792,779,577,6,3,2,700,77,11317200,-1,-1,1
18793,779,581,6,5,3,400,77,11392400,-1,-1,1
18794,779,578,6,7,4,300,76,-1,-1,-1,11
18795,779,501,105,4,5,200,70,-1,-1,-1,17
18796,779,554,105,2,6,0,69,-1,-1,-1,18
18797,779,617,87,15,7,0,68,-1,-1,-1,19
18798,779,496,105,9,8,0,30,-1,-1,-1,5
18799,779,590,118,10,9,0,30,-1,-1,-1,38
18800,779,456,118,6,10,0,25,-1,-1,-1,5
18801,779,618,66,12,11,0,24,-1,-1,-1,7
18802,779,427,6,8,12,0,23,-1,-1,-1,10
18803,779,356,87,13,13,0,4,-1,-1,-1,3
18804,779,547,105,14,14,0,4,-1,-1,-1,86
18805,779,541,66,11,15,0,2,-1,-1,-1,3
18806,780,479,118,3,1,400,90,11197800,-1,-1,1
18807,780,577,6,10,2,600,90,11223400,-1,-1,1
18808,780,578,6,5,3,400,90,11240600,-1,-1,1
18809,780,427,6,9,4,300,88,-1,-1,-1,12
18810,780,456,87,15,5,200,85,-1,-1,-1,15
18811,780,619,87,18,6,0,82,-1,-1,-1,18
18812,780,590,118,6,7,0,82,-1,-1,-1,18
18813,780,549,105,19,8,0,71,-1,-1,-1,124
18814,780,356,87,13,9,0,74,-1,-1,-1,8
18815,780,554,105,2,10,0,69,-1,-1,-1,8
18816,780,581,6,8,11,0,53,-1,-1,-1,47
18817,780,475,118,1,12,0,51,-1,-1,-1,5
18818,780,579,105,4,13,0,49,-1,-1,-1,5
18819,780,486,66,16,14,0,46,-1,-1,-1,5
18820,780,610,66,12,15,0,44,-1,-1,-1,5
18821,780,501,105,7,16,0,39,-1,-1,-1,103
18822,780,496,105,11,17,0,35,-1,-1,-1,7
18823,780,347,105,17,18,0,18,-1,-1,-1,6
18824,780,547,105,14,19,0,0,-1,-1,-1,3
18825,781,579,105,1,1,900,22,12638300,-1,-1,1
18826,781,578,6,2,2,600,22,12641900,-1,-1,1
18827,781,581,6,4,3,400,22,12673900,-1,-1,1
18828,781,577,6,8,4,300,22,12855900,-1,-1,1
18829,781,475,118,7,5,200,22,12915500,-1,-1,1
18830,781,554,105,3,6,0,22,12916800,-1,-1,1
18831,781,501,105,6,7,0,22,13045800,-1,-1,1
18832,781,418,105,10,8,0,21,-1,-1,-1,11
18833,781,479,118,5,9,0,21,-1,-1,-1,11
18834,781,483,105,13,10,0,21,-1,-1,-1,11
18835,781,506,105,16,11,0,21,-1,-1,-1,11
18836,781,431,95,12,12,0,21,-1,-1,-1,11
18837,781,484,87,17,13,0,20,-1,-1,-1,12
18838,781,430,95,20,14,0,20,-1,-1,-1,12
18839,781,459,87,22,15,0,17,-1,-1,-1,15
18840,781,478,105,11,16,0,14,-1,-1,-1,83
18841,781,620,95,15,17,0,13,-1,-1,-1,5
18842,781,456,87,14,18,0,11,-1,-1,-1,22
18843,781,580,105,21,19,0,11,-1,-1,-1,38
18844,781,590,118,9,20,0,10,-1,-1,-1,6
18845,781,356,87,18,21,0,6,-1,-1,-1,7
18846,781,621,87,23,22,0,4,-1,-1,-1,99
18847,781,601,87,24,23,0,3,-1,-1,-1,38
18848,781,547,105,19,24,0,2,-1,-1,-1,109
18849,782,475,118,2,1,900,18,10762700,-1,-1,1
18850,782,579,105,1,2,600,18,10956600,-1,-1,1
18851,782,501,105,5,3,400,18,11169500,-1,-1,1
18852,782,418,105,7,4,300,18,11259200,-1,-1,1
18853,782,590,118,8,5,200,17,-1,-1,-1,11
18854,782,483,105,10,6,0,17,-1,-1,-1,11
18855,782,356,87,16,7,0,15,-1,-1,-1,13
18856,782,577,6,3,8,0,9,-1,-1,-1,44
18857,782,580,105,12,9,0,9,-1,-1,-1,5
18858,782,506,105,14,10,0,9,-1,-1,-1,7
18859,782,347,105,9,11,0,7,-1,-1,-1,25
18860,782,554,105,4,12,0,3,-1,-1,-1,44
18861,782,456,87,15,13,0,3,-1,-1,-1,3
18862,782,479,118,6,14,0,1,-1,-1,-1,5
18863,782,547,105,11,15,0,0,-1,-1,-1,3
18864,782,586,105,13,16,0,0,-1,-1,-1,5
18865,783,475,118,2,1,800,87,9303900,-1,-1,1
18866,783,579,105,4,2,600,87,9345100,-1,-1,1
18867,783,476,6,8,3,400,85,-1,-1,-1,12
18868,783,418,105,11,4,300,84,-1,-1,-1,13
18869,783,483,105,12,5,100,84,-1,-1,-1,13
18870,783,578,6,10,6,0,83,-1,-1,-1,14
18871,783,479,118,3,7,100,82,-1,-1,-1,15
18872,783,577,6,9,8,0,82,-1,-1,-1,15
18873,783,580,105,15,9,0,81,-1,-1,-1,16
18874,783,547,105,18,10,0,78,-1,-1,-1,19
18875,783,609,105,16,11,0,72,-1,-1,-1,112
18876,783,581,6,7,12,0,62,-1,-1,-1,5
18877,783,590,118,1,13,0,49,-1,-1,-1,5
18878,783,554,105,5,14,0,49,-1,-1,-1,25
18879,783,506,105,14,15,0,47,-1,-1,-1,5
18880,783,501,105,6,16,0,34,-1,-1,-1,44
18881,783,347,105,13,17,0,31,-1,-1,-1,25
18882,783,586,105,17,18,0,3,-1,-1,-1,5
18883,784,577,6,3,1,500,98,10803700,-1,-1,1
18884,784,554,105,4,2,600,98,10828100,-1,-1,1
18885,784,578,105,8,3,400,96,-1,-1,-1,12
18886,784,622,105,11,4,150,92,-1,-1,-1,16
18887,784,482,6,10,5,200,91,-1,-1,-1,17
18888,784,623,105,13,6,0,88,-1,-1,-1,88
18889,784,475,105,7,7,0,81,-1,-1,-1,5
18890,784,581,6,9,8,0,58,-1,-1,-1,3
18891,784,586,105,12,9,0,57,-1,-1,-1,3
18892,784,496,105,6,10,0,42,-1,-1,-1,86
18893,784,608,6,2,11,0,40,-1,-1,-1,6
18894,784,498,105,5,12,0,24,-1,-1,-1,5
18895,784,579,6,1,13,0,22,-1,-1,-1,48
18896,785,475,105,2,1,800,100,10832900,-1,-1,1
18897,785,581,6,9,2,300,100,10839000,-1,-1,1
18898,785,554,105,4,3,400,99,-1,-1,-1,11
18899,785,579,6,1,4,150,99,-1,-1,-1,11
18900,785,624,128,14,5,200,93,-1,-1,-1,17
18901,785,625,128,11,6,0,88,-1,-1,-1,55
18902,785,607,105,7,7,0,86,-1,-1,-1,111
18903,785,547,105,16,8,0,85,-1,-1,-1,112
18904,785,626,128,12,9,0,90,-1,-1,-1,3
18905,785,627,105,15,10,0,72,-1,-1,-1,5
18906,785,608,6,3,11,0,14,-1,-1,-1,8
18907,785,427,118,6,12,0,13,-1,-1,-1,25
18908,785,501,118,5,13,0,2,-1,-1,-1,3
18909,785,577,6,8,14,0,2,-1,-1,-1,3
18910,785,483,6,0,15,0,0,-1,-1,-1,81
18911,785,578,66,0,16,0,0,-1,-1,-1,5
18912,785,479,66,0,17,0,0,-1,-1,-1,5
18913,785,589,105,0,18,0,0,-1,-1,-1,5
18914,786,559,107,1,1,800,200,14008840,-1,-1,1
18915,786,611,113,13,2,600,200,14029290,-1,-1,1
18916,786,528,109,26,3,400,200,14099070,-1,-1,1
18917,786,593,113,6,4,300,200,14214530,-1,-1,1
18918,786,537,113,4,5,200,200,14270650,-1,-1,1
18919,786,628,114,10,6,0,200,14343890,-1,-1,1
18920,786,514,113,23,7,0,200,14394470,-1,-1,1
18921,786,449,113,15,8,0,200,14401150,-1,-1,1
18922,786,592,110,21,9,0,200,14407150,-1,-1,1
18923,786,629,129,30,10,0,199,-1,-1,-1,11
18924,786,520,114,22,11,0,196,-1,-1,-1,14
18925,786,615,113,7,12,0,196,-1,-1,-1,14
18926,786,516,113,25,13,0,196,-1,-1,-1,14
18927,786,558,113,28,14,0,195,-1,-1,-1,15
18928,786,513,114,32,15,0,195,-1,-1,-1,15
18929,786,595,114,29,16,0,194,-1,-1,-1,16
18930,786,630,113,33,17,0,191,-1,-1,-1,19
18931,786,597,113,3,18,0,187,-1,-1,-1,53
18932,786,525,114,19,19,0,185,-1,-1,-1,112
18933,786,509,113,2,20,0,175,-1,-1,-1,5
18934,786,594,113,31,21,0,173,-1,-1,-1,5
18935,786,529,113,5,22,0,160,-1,-1,-1,3
18936,786,596,113,14,23,0,160,-1,-1,-1,23
18937,786,556,113,16,24,0,134,-1,-1,-1,3
18938,786,562,113,24,25,0,131,-1,-1,-1,5
18939,786,631,113,20,26,0,94,-1,-1,-1,7
18940,786,612,113,9,27,0,90,-1,-1,-1,44
18941,786,538,113,27,28,0,74,-1,-1,-1,3
18942,786,561,113,17,29,0,49,-1,-1,-1,3
18943,786,533,113,12,30,0,35,-1,-1,-1,44
18944,786,526,113,11,31,0,22,-1,-1,-1,20
18945,786,512,114,18,32,0,22,-1,-1,-1,20
18946,786,555,113,8,33,100,21,-1,-1,-1,3
18947,787,581,6,3,1,800,36,9600300,-1,-1,1
18948,787,632,6,8,2,600,36,9711600,-1,-1,1
18949,787,607,105,9,3,200,36,9796900,-1,-1,1
18950,787,501,118,6,4,300,35,-1,-1,-1,11
18951,787,633,105,11,5,200,34,-1,-1,-1,12
18952,787,429,6,16,6,0,33,-1,-1,-1,13
18953,787,554,105,4,7,0,33,-1,-1,-1,13
18954,787,627,105,10,8,0,33,-1,-1,-1,13
18955,787,579,6,1,9,0,23,-1,-1,-1,7
18956,787,427,118,7,10,0,11,-1,-1,-1,69
18957,787,475,105,2,11,0,10,-1,-1,-1,36
18958,787,608,6,5,12,0,10,-1,-1,-1,7
18959,787,634,125,12,13,0,10,-1,-1,-1,5
18960,787,547,105,15,14,0,2,-1,-1,-1,6
18961,787,580,105,13,15,0,0,-1,-1,-1,3
18962,788,581,6,3,1,800,61,9263400,-1,-1,1
18963,788,608,6,2,2,600,61,9263700,-1,-1,1
18964,788,554,105,7,3,400,61,9353300,-1,-1,1
18965,788,579,6,1,4,400,61,9358500,-1,-1,1
18966,788,607,105,13,5,100,59,-1,-1,-1,12
18967,788,627,105,12,6,0,58,-1,-1,-1,13
18968,788,580,105,17,7,0,57,-1,-1,-1,14
18969,788,624,128,14,8,0,57,-1,-1,-1,14
18970,788,626,128,15,9,0,56,-1,-1,-1,15
18971,788,578,118,6,10,0,56,-1,-1,-1,15
18972,788,429,128,19,11,0,55,-1,-1,-1,16
18973,788,609,105,20,12,0,41,-1,-1,-1,5
18974,788,624,105,16,13,0,40,-1,-1,-1,5
18975,788,482,6,11,14,0,38,-1,-1,-1,8
18976,788,633,105,10,15,0,23,-1,-1,-1,23
18977,788,606,6,9,16,0,20,-1,-1,-1,6
18978,788,427,130,18,17,0,18,-1,-1,-1,37
18979,788,475,105,8,18,0,12,-1,-1,-1,6
18980,788,501,118,4,19,0,5,-1,-1,-1,5
18981,788,635,118,5,20,0,0,-1,-1,-1,3
18982,789,579,6,2,1,800,101,10787000,-1,-1,1
18983,789,606,6,12,2,300,100,-1,-1,-1,11
18984,789,554,105,13,3,400,99,-1,-1,-1,12
18985,789,486,125,21,4,300,98,-1,-1,-1,13
18986,789,547,105,14,5,200,97,-1,-1,-1,14
18987,789,633,105,19,6,0,96,-1,-1,-1,15
18988,789,607,105,15,7,0,95,-1,-1,-1,16
18989,789,580,105,25,8,0,94,-1,-1,-1,17
18990,789,626,128,18,9,0,94,-1,-1,-1,17
18991,789,608,6,8,10,0,92,-1,-1,-1,19
18992,789,619,87,22,11,0,88,-1,-1,-1,53
18993,789,475,105,1,12,100,94,-1,-1,-1,109
18994,789,501,118,5,13,0,87,-1,-1,-1,69
18995,789,636,125,11,14,0,74,-1,-1,-1,5
18996,789,427,118,16,15,0,74,-1,-1,-1,69
18997,789,624,128,26,16,0,71,-1,-1,-1,109
18998,789,581,6,4,17,0,64,-1,-1,-1,51
18999,789,456,105,7,18,0,59,-1,-1,-1,69
19000,789,479,66,9,19,0,39,-1,-1,-1,3
19001,789,578,66,3,20,0,24,-1,-1,-1,7
19002,789,627,105,27,21,0,23,-1,-1,-1,10
19003,789,506,105,20,22,0,22,-1,-1,-1,5
19004,789,620,105,24,23,0,21,-1,-1,-1,6
19005,789,637,125,10,24,0,16,-1,-1,-1,7
19006,789,585,99,23,25,0,12,-1,-1,-1,80
19007,789,356,105,28,26,0,3,-1,-1,-1,5
19008,789,541,66,17,27,0,2,-1,-1,-1,5
19009,789,498,118,6,28,0,0,-1,-1,-1,7
19010,790,579,6,1,1,900,22,13123700,-1,-1,1
19011,790,475,105,4,2,600,22,13170100,-1,-1,1
19012,790,554,105,8,3,400,22,13582000,-1,-1,1
19013,790,580,105,16,4,300,20,-1,-1,-1,12
19014,790,627,105,14,5,200,19,-1,-1,-1,13
19015,790,506,105,11,6,0,20,-1,-1,-1,2
19016,790,638,105,19,7,0,16,-1,-1,-1,16
19017,790,639,128,21,8,0,15,-1,-1,-1,5
19018,790,606,6,10,9,0,14,-1,-1,-1,3
19019,790,501,105,12,10,0,13,-1,-1,-1,25
19020,790,633,105,20,11,0,13,-1,-1,-1,5
19021,790,577,6,5,12,0,11,-1,-1,-1,3
19022,790,581,6,2,13,0,8,-1,-1,-1,95
19023,790,608,6,3,14,0,5,-1,-1,-1,10
19024,790,620,105,7,15,0,3,-1,-1,-1,38
19025,790,547,105,13,16,0,3,-1,-1,-1,51
19026,790,456,105,9,17,0,2,-1,-1,-1,22
19027,790,626,128,15,18,0,0,-1,-1,-1,22
19028,790,483,6,17,19,0,0,-1,-1,-1,5
19029,790,607,105,0,20,0,0,-1,-1,-1,54
19030,790,429,128,0,21,0,0,-1,-1,-1,54
19031,790,586,105,0,22,0,0,-1,-1,-1,54
19032,791,475,105,6,1,900,50,8621300,-1,-1,1
19033,791,581,6,7,2,300,50,8627000,-1,-1,1
19034,791,541,125,26,3,400,49,-1,-1,-1,11
19035,791,580,105,18,4,300,49,-1,-1,-1,11
19036,791,486,125,16,5,200,47,-1,-1,-1,13
19037,791,586,105,15,6,0,47,-1,-1,-1,13
19038,791,640,105,19,7,0,46,-1,-1,-1,14
19039,791,579,6,1,8,0,46,-1,-1,-1,14
19040,791,609,128,25,9,0,45,-1,-1,-1,15
19041,791,583,105,17,10,0,42,-1,-1,-1,18
19042,791,456,105,14,11,0,41,-1,-1,-1,19
19043,791,577,6,3,12,0,47,-1,-1,-1,38
19044,791,620,105,13,13,0,42,-1,-1,-1,38
19045,791,501,118,10,14,0,32,-1,-1,-1,7
19046,791,554,105,5,15,0,23,-1,-1,-1,121
19047,791,506,105,22,16,0,16,-1,-1,-1,5
19048,791,427,118,11,17,0,13,-1,-1,-1,7
19049,791,641,118,4,18,0,12,-1,-1,-1,44
19050,791,608,6,2,19,0,9,-1,-1,-1,27
19051,791,633,105,8,20,0,7,-1,-1,-1,5
19052,791,626,128,23,21,0,7,-1,-1,-1,83
19053,791,606,6,9,22,0,6,-1,-1,-1,27
19054,791,610,125,20,23,0,6,-1,-1,-1,22
19055,791,624,128,21,24,0,3,-1,-1,-1,5
19056,791,476,6,0,25,0,0,-1,-1,-1,54
19057,792,579,131,3,1,900,96,10838600,-1,-1,1
19058,792,498,6,1,2,200,96,10928200,-1,-1,1
19059,792,642,6,5,3,133,94,-1,-1,-1,12
19060,792,478,131,10,4,100,94,-1,-1,-1,12
19061,792,643,105,16,5,200,91,-1,-1,-1,15
19062,792,501,105,7,6,0,88,-1,-1,-1,18
19063,792,577,105,18,7,0,83,-1,-1,-1,53
19064,792,644,105,19,8,0,54,-1,-1,-1,5
19065,792,645,105,20,9,0,54,-1,-1,-1,32
19066,792,646,128,17,10,0,38,-1,-1,-1,7
19067,792,427,6,14,11,0,36,-1,-1,-1,5
19068,792,608,132,12,12,0,35,-1,-1,-1,3
19069,792,475,131,8,13,0,29,-1,-1,-1,69
19070,792,623,105,21,14,0,22,-1,-1,-1,60
19071,792,647,132,2,15,0,21,-1,-1,-1,3
19072,792,625,128,15,16,0,7,-1,-1,-1,7
19073,792,554,105,4,17,0,2,-1,-1,-1,3
19074,792,648,131,6,18,0,2,-1,-1,-1,3
19075,792,633,132,11,19,0,2,-1,-1,-1,95
19076,792,649,128,9,20,0,1,-1,-1,-1,3
19077,792,496,105,13,21,0,1,-1,-1,-1,3
19078,793,427,6,9,1,800,100,10689800,-1,-1,1
19079,793,608,132,4,2,600,100,10710000,-1,-1,1
19080,793,554,105,5,3,200,99,-1,-1,-1,11
19081,793,642,6,14,4,300,99,-1,-1,-1,11
19082,793,633,132,7,5,200,99,-1,-1,-1,11
19083,793,589,132,19,6,0,95,-1,-1,-1,15
19084,793,650,128,20,7,0,91,-1,-1,-1,19
19085,793,641,6,15,8,0,86,-1,-1,-1,111
19086,793,475,131,3,9,0,81,-1,-1,-1,124
19087,793,607,105,11,10,0,86,-1,-1,-1,20
19088,793,647,132,2,11,0,80,-1,-1,-1,3
19089,793,501,6,18,12,0,68,-1,-1,-1,5
19090,793,643,105,6,13,0,64,-1,-1,-1,7
19091,793,625,128,16,14,0,63,-1,-1,-1,7
19092,793,579,131,1,15,100,49,-1,-1,-1,7
19093,793,626,128,13,16,0,38,-1,-1,-1,6
19094,793,609,131,10,17,0,24,-1,-1,-1,5
19095,793,578,118,12,18,0,22,-1,-1,-1,37
19096,793,627,105,17,19,0,8,-1,-1,-1,95
19097,793,577,105,8,20,0,7,-1,-1,-1,7
19098,793,651,105,0,21,0,0,-1,-1,-1,81
19099,793,652,133,0,22,0,0,-1,-1,-1,81
19100,793,478,131,0,23,0,0,-1,-1,-1,81
19101,794,628,113,14,1,800,200,14039530,-1,-1,1
19102,794,529,113,2,2,300,200,14203090,-1,-1,1
19103,794,653,113,10,3,400,200,14251890,-1,-1,1
19104,794,512,114,33,4,300,200,14258440,-1,-1,1
19105,794,654,113,7,5,100,200,14356700,-1,-1,1
19106,794,612,113,8,6,0,200,14397470,-1,-1,1
19107,794,538,113,16,7,0,200,14423770,-1,-1,1
19108,794,597,113,19,8,0,200,14441130,-1,-1,1
19109,794,556,113,17,9,0,200,14469340,-1,-1,1
19110,794,559,113,12,10,0,200,14506070,-1,-1,1
19111,794,518,114,18,11,0,197,-1,-1,-1,13
19112,794,563,113,25,12,0,196,-1,-1,-1,14
19113,794,513,111,32,13,0,196,-1,-1,-1,14
19114,794,509,108,20,14,0,191,-1,-1,-1,19
19115,794,528,109,21,15,0,178,-1,-1,-1,7
19116,794,655,113,9,16,0,170,-1,-1,-1,3
19117,794,656,113,24,17,0,168,-1,-1,-1,5
19118,794,523,111,31,18,0,142,-1,-1,-1,7
19119,794,611,113,6,19,0,134,-1,-1,-1,7
19120,794,631,134,28,20,0,120,-1,-1,-1,48
19121,794,593,113,27,21,0,119,-1,-1,-1,121
19122,794,532,135,13,22,0,112,-1,-1,-1,80
19123,794,561,113,23,23,0,111,-1,-1,-1,5
19124,794,525,114,11,24,0,90,-1,-1,-1,48
19125,794,657,113,5,25,100,56,-1,-1,-1,3
19126,794,658,113,3,26,0,54,-1,-1,-1,121
19127,794,558,113,22,27,0,54,-1,-1,-1,3
19128,794,449,114,30,28,0,53,-1,-1,-1,3
19129,794,533,113,26,29,0,53,-1,-1,-1,3
19130,794,596,113,29,30,0,53,-1,-1,-1,31
19131,794,659,129,1,31,0,40,-1,-1,-1,44
19132,794,615,113,4,32,0,39,-1,-1,-1,20
19133,794,592,136,15,33,0,10,-1,-1,-1,5
19134,795,579,131,2,1,900,36,9569000,-1,-1,1
19135,795,475,131,3,2,600,36,9577100,-1,-1,1
19136,795,642,6,4,3,400,36,9669500,-1,-1,1
19137,795,632,6,8,4,300,36,9774500,-1,-1,1
19138,795,643,105,13,5,100,35,-1,-1,-1,11
19139,795,427,6,10,6,0,35,-1,-1,-1,11
19140,795,577,105,7,7,0,34,-1,-1,-1,12
19141,795,607,105,11,8,0,33,-1,-1,-1,13
19142,795,627,105,12,9,0,33,-1,-1,-1,13
19143,795,648,131,6,10,0,21,-1,-1,-1,44
19144,795,608,132,1,11,0,16,-1,-1,-1,6
19145,795,578,118,9,12,0,8,-1,-1,-1,6
19146,795,554,105,5,13,0,3,-1,-1,-1,20
19147,795,660,105,0,14,0,0,-1,-1,-1,54
19148,795,641,6,0,15,0,0,-1,-1,-1,54
19149,795,501,6,0,16,0,0,-1,-1,-1,54
19150,796,579,131,1,1,800,100,10463800,-1,-1,1
19151,796,475,131,2,2,600,100,10464100,-1,-1,1
19152,796,577,105,4,3,400,100,10520900,-1,-1,1
19153,796,643,105,7,4,400,99,-1,-1,-1,11
19154,796,608,6,9,5,200,97,-1,-1,-1,13
19155,796,554,105,6,6,0,97,-1,-1,-1,13
19156,796,578,6,5,7,0,95,-1,-1,-1,15
19157,796,624,128,14,8,0,92,-1,-1,-1,18
19158,796,627,105,13,9,0,92,-1,-1,-1,18
19159,796,650,128,12,10,0,90,-1,-1,-1,88
19160,796,660,6,16,11,0,88,-1,-1,-1,55
19161,796,427,6,8,12,0,65,-1,-1,-1,6
19162,796,626,128,11,13,0,44,-1,-1,-1,7
19163,796,547,105,15,14,0,23,-1,-1,-1,20
19164,796,648,131,3,15,0,21,-1,-1,-1,20
19165,796,661,105,10,16,0,2,-1,-1,-1,67
19166,797,475,131,1,1,900,90,11241200,-1,-1,1
19167,797,579,131,2,2,600,90,11241400,-1,-1,1
19168,797,648,131,4,3,400,90,11313000,-1,-1,1
19169,797,641,131,5,4,300,89,-1,-1,-1,11
19170,797,577,105,9,5,200,89,-1,-1,-1,11
19171,797,578,6,12,6,0,87,-1,-1,-1,13
19172,797,662,128,23,7,0,81,-1,-1,-1,19
19173,797,651,105,16,8,0,79,-1,-1,-1,45
19174,797,663,118,15,9,0,72,-1,-1,-1,114
19175,797,427,6,13,10,0,59,-1,-1,-1,25
19176,797,643,105,6,11,0,47,-1,-1,-1,5
19177,797,356,87,25,12,0,30,-1,-1,-1,5
19178,797,664,125,17,13,0,30,-1,-1,-1,51
19179,797,581,105,24,14,0,28,-1,-1,-1,8
19180,797,624,128,18,15,0,26,-1,-1,-1,51
19181,797,456,105,20,16,0,23,-1,-1,-1,6
19182,797,547,105,22,17,0,22,-1,-1,-1,23
19183,797,501,118,7,18,0,20,-1,-1,-1,37
19184,797,666,125,14,19,0,19,-1,-1,-1,7
19185,797,665,125,19,20,0,18,-1,-1,-1,23
19186,797,608,6,10,21,0,16,-1,-1,-1,7
19187,797,609,105,8,22,0,9,-1,-1,-1,6
19188,797,554,105,3,23,0,9,-1,-1,-1,44
19189,797,626,128,11,24,0,4,-1,-1,-1,7
19190,797,486,125,21,25,0,0,-1,-1,-1,5
19191,798,579,131,1,1,800,50,8704400,-1,-1,1
19192,798,641,131,9,2,600,50,8705100,-1,-1,1
19193,798,608,6,4,3,400,50,8750600,-1,-1,1
19194,798,554,105,6,4,300,50,8941900,-1,-1,1
19195,798,496,105,16,5,200,49,-1,-1,-1,11
19196,798,620,6,12,6,0,49,-1,-1,-1,11
19197,798,643,105,7,7,0,48,-1,-1,-1,12
19198,798,427,6,15,8,0,47,-1,-1,-1,13
19199,798,667,105,20,9,0,46,-1,-1,-1,14
19200,798,578,6,14,10,0,38,-1,-1,-1,6
19201,798,648,131,3,11,0,32,-1,-1,-1,6
19202,798,577,105,10,12,0,31,-1,-1,-1,6
19203,798,547,105,21,13,0,31,-1,-1,-1,22
19204,798,475,131,2,14,100,27,-1,-1,-1,5
19205,798,650,128,19,15,0,26,-1,-1,-1,5
19206,798,624,128,18,16,0,23,-1,-1,-1,69
19207,798,581,105,11,17,0,22,-1,-1,-1,22
19208,798,501,118,13,18,0,7,-1,-1,-1,22
19209,798,668,128,22,19,0,7,-1,-1,-1,5
19210,798,663,118,17,20,0,0,-1,-1,-1,98
19211,798,642,6,5,21,0,0,-1,-1,-1,54
19212,798,633,6,8,22,0,0,-1,-1,-1,54
19213,798,586,137,0,23,0,0,-1,-1,-1,54
19214,799,579,105,3,1,800,87,10855800,-1,-1,1
19215,799,642,6,1,2,600,87,10934800,-1,-1,1
19216,799,498,6,2,3,500,87,10976800,-1,-1,1
19217,799,427,6,5,4,300,86,-1,-1,-1,11
19218,799,625,128,15,5,200,85,-1,-1,-1,12
19219,799,501,105,11,6,0,84,-1,-1,-1,13
19220,799,669,105,10,7,0,83,-1,-1,-1,14
19221,799,640,105,13,8,0,83,-1,-1,-1,14
19222,799,620,6,12,9,0,82,-1,-1,-1,15
19223,799,554,128,17,10,0,61,-1,-1,-1,2
19224,799,578,6,4,11,0,52,-1,-1,-1,2
19225,799,670,105,6,12,0,48,-1,-1,-1,5
19226,799,643,105,8,13,0,37,-1,-1,-1,44
19227,799,671,128,16,14,0,19,-1,-1,-1,51
19228,799,672,105,18,15,0,19,-1,-1,-1,6
19229,799,627,6,14,16,0,1,-1,-1,-1,3
19230,799,577,105,7,17,0,0,-1,-1,-1,54
19231,799,496,105,9,18,0,0,-1,-1,-1,54
19232,800,657,113,19,1,800,200,13757270,-1,-1,1
19233,800,525,114,3,2,600,200,13827220,-1,-1,1
19234,800,658,113,1,3,500,200,13837000,-1,-1,1
19235,800,526,113,11,4,150,200,13929950,-1,-1,1
19236,800,673,113,14,5,200,200,13961820,-1,-1,1
19237,800,615,113,24,6,0,200,13984820,-1,-1,1
19238,800,528,109,6,7,0,200,14010620,-1,-1,1
19239,800,555,113,32,8,0,200,14058440,-1,-1,1
19240,800,674,113,25,9,0,200,14184510,-1,-1,1
19241,800,655,129,13,10,0,200,14184960,-1,-1,1
19242,800,656,113,27,11,0,200,14259460,-1,-1,1
19243,800,521,114,5,12,0,199,-1,-1,-1,11
19244,800,675,114,22,13,0,197,-1,-1,-1,13
19245,800,628,113,9,14,0,197,-1,-1,-1,13
